,Addresse,Lat,Lng,Name,Rating
521,"Espacité, 1, 2300 La Chaux-de-Fonds, Switzerland",47.1023609,6.828532,Restaurant Citérama,4.2
522,"39, Rue de l'Hôtel-de-Ville, 2300 La Chaux-de-Fonds, Switzerland",47.1002196,6.8349782,Dino's Italia,4.2
523,"Rue de la Gare 4, 2400 Le Locle, Switzerland",47.058549,6.748204200000001,"Restaurant de la Gare ""Chez Sandro""",4.7
524,"Rue de la Balance 8, 2300 La Chaux-de-Fonds, Switzerland",47.1041186,6.832107799999999,Restaurant & Bar Casa Rossa,4.2
525,"Rue Alexis-Marie-Piaget 1, 2300 La Chaux-de-Fonds, Switzerland",47.10953730000001,6.829397999999999,Restaurant Pizzeria Rapido,4.0
526,"Rue du Marais 16, 2400 Le Locle, Switzerland",47.06066149999999,6.7536857,Restaurant la Piccola Italia 2 Sàrl,3.9
527,"Schwabentorplatz 7, 79098 Freiburg im Breisgau, Germany",47.992956,7.8537843,La Cicogna,4.3
528,"Friedrichring 11, 79098 Freiburg im Breisgau, Germany",47.9983766,7.851545000000001,Gioia Mia,4.6
529,"Robert-Koch-Straße 26, 79106 Freiburg im Breisgau, Germany",48.003617,7.838093,I Trulli,4.3
530,"Wentzingerstraße 32, 79106 Freiburg im Breisgau, Germany",47.997918,7.840104999999999,Ochsebrugg,4.5
531,"Bernhardstraße 6, 79098 Freiburg im Breisgau, Germany",47.9989363,7.854437700000001,Primo Market,4.4
532,"Gerberau 9, 79098 Freiburg im Breisgau, Germany",47.9934765,7.850891499999999,"d.o.c. - dispensa, osteria, culinaria",4.6
533,"Rotteckring 14, 79098 Freiburg im Breisgau, Germany",47.9966201,7.8471119,Tizio Trattoria,4.0
534,"Schusterstraße 7, 79098 Freiburg im Breisgau, Germany",47.9949817,7.8516425,Milano,3.9
535,"Quartier am, Fahnenbergpl., 79098 Freiburg im Breisgau, Germany",47.998319,7.849079799999998,Vapiano,4.1
536,"Rheinstraße 15, 79104 Freiburg im Breisgau, Germany",48.000121,7.8487264,Trattoria cum laude,4.3
537,"Alban-Stolz-Straße 30, 79108 Freiburg im Breisgau, Germany",48.0245796,7.859342900000001,Etna,4.6
538,"Tennenbacher Str. 41, 79106 Freiburg im Breisgau, Germany",48.006514,7.846737999999999,Da Giorgio,4.4
539,"Friedrichring 5, 79098 Freiburg im Breisgau, Germany",47.9983428,7.8521736,Firenze,3.9
540,"Eisenbahnstraße 43, 79098 Freiburg im Breisgau, Germany",47.9972928,7.844550799999999,Casanova,3.8
541,"Littenweilerstraße 20, 79117 Freiburg im Breisgau, Germany",47.9798214,7.8929842,La Corona,4.4
542,"Bötzinger Str. 15, 79111 Freiburg im Breisgau, Germany",47.99255489999999,7.789052999999999,Dal Blu,4.2
543,"Rieselfeldallee 19, 79111 Freiburg im Breisgau, Germany",47.9969806,7.7954748,Ciao Bella,4.1
544,"Augustinerpl. 2, 79098 Freiburg im Breisgau, Germany",47.9936618,7.8515959,Tialini,3.6
545,"Schneeburgstraße 2, 79111 Freiburg im Breisgau, Germany",47.9786551,7.810490700000001,Zur Schneeburg,4.3
546,"Schwabentorplatz 6, 79098 Freiburg im Breisgau, Germany",47.9926344,7.853793400000001,Trattoria am Schwabentor,4.7
547,"Gerberau 21, 79098 Freiburg im Breisgau, Germany",47.9929607,7.8534483,Enoteca,4.0
548,"Rathausgasse 50, 79098 Freiburg im Breisgau, Germany",47.996334,7.847551,La Piazza,3.7
549,"St.-Erentrudis-Straße 40, 79112 Freiburg im Breisgau, Germany",47.9698544,7.701361599999999,Concini,4.3
550,"Waldkircher Str. 59, 79106 Freiburg im Breisgau, Germany",48.013515,7.853686,Amici,4.6
551,"St.-Erentrudis-Straße 12, 79112 Freiburg im Breisgau, Germany",47.968366,7.698259,Limoncello,3.7
552,"Rieselfeldallee 16, 79111 Freiburg im Breisgau, Germany",47.9981257,7.794132,Piazza Italia,4.4
553,"Ziegelhofstraße 230, 79110 Freiburg im Breisgau, Germany",48.0272495,7.793381399999999,Ristorante-Pizzeria Ziegelhof,4.5
554,"Breisacher Str. 149, 79110 Freiburg im Breisgau, Germany",48.0061566,7.827590899999999,Spacca Napoli,4.1
555,"Am Bischofskreuz 13, 79114 Freiburg im Breisgau, Germany",48.00565539999999,7.8189467,Bellosguardo,4.6
556,"Hansjakobstraße 110, 79117 Freiburg im Breisgau, Germany",47.9861306,7.8865299,San Marino,4.4
557,"Kaiser-Joseph-Straße 282, 79098 Freiburg im Breisgau, Germany",47.990923,7.8479235,Bella Italia,4.3
558,"Sundgauallee 53, 79114 Freiburg im Breisgau, Germany",48.0105273,7.811171,Die Krone,4.4
559,"Sedanstraße 8, 79098 Freiburg im Breisgau, Germany",47.9947846,7.8436072,Bürgerstube,4.2
560,"St. Georgener Str. 10, 79111 Freiburg im Breisgau, Germany",47.9859593,7.8021513,Pinocchio,3.9
561,"Schwabentorring 4, 79098 Freiburg im Breisgau, Germany",47.992048,7.854195000000001,Taormina,4.2
562,"Habsburgerstraße 121, 79104 Freiburg im Breisgau, Germany",47.9998216,7.853789699999999,Pulcinella,4.2
563,"St.-Erentrudis-Straße 40, 79112 Freiburg im Breisgau, Germany",47.9698712,7.701378099999999,Zum Warteck - Restaurant Concini,4.6
564,"Basler Landstraße 74A, 79111 Freiburg im Breisgau, Germany",47.98242,7.797619999999999,San Giorgio,4.5
565,"Hexentalstraße 10, 79249 Merzhausen, Germany",47.970057,7.827963199999999,Friedrichstal,4.6
566,"Auwaldstraße 1A, 79110 Freiburg im Breisgau, Germany",48.02851099999999,7.804608999999999,Persio am See,4.1
567,"Grünwälderstraße 26, 79098 Freiburg im Breisgau, Germany",47.9938105,7.8516174,Tialini,2.3
568,"Scheuerleweg 21, 79227 Schallstadt, Germany",47.9568269,7.7569759,Da Nico,4.5
569,"Hummelstraße 20, 79100 Freiburg im Breisgau, Germany",47.98910310000001,7.842095199999999,Pizzeria Picasso,4.5
570,"Weinbergstraße 2, 79299 Wittnau, Germany",47.940062,7.817741000000001,Engel,4.8
571,"Bismarckallee 9, 79098 Freiburg im Breisgau, Germany",47.998583,7.8428556,Degusto,4.2
572,"Unterstadt 19, 8200 Schaffhausen, Switzerland",47.695741,8.639292,Restaurant Rotgerbe,4.5
573,"Schwertstrasse 1, 8200 Schaffhausen, Switzerland",47.697038,8.6333492,Santa Lucia Schaffhausen,4.1
574,"Freier Pl. 6, 8200 Schaffhausen, Switzerland",47.6957823,8.6405052,Spaghetteria Little Italy,4.1
575,"Grubenstrasse 92, 8200 Schaffhausen, Switzerland",47.7028153,8.6466341,Mondo Caffè,4.4
576,"Bachstrasse 8, 8200 Schaffhausen, Switzerland",47.6960643,8.638459899999999,Gerberstube,4.4
577,"Gründenstrasse 10, 8247 Flurlingen, Switzerland",47.6852372,8.6277587,Ristorante Pizzeria Made in Italy,4.7
578,"Hohlenbaumstrasse 118, 8200 Schaffhausen, Switzerland",47.706143,8.621683299999999,Pizza Flizza,4.1
579,"Unterstadt 18/20, 8200 Schaffhausen, Switzerland",47.6958858,8.639605099999999,Ristorante Pizzeria Romana,4.3
580,"Vorstadt 58, 8200 Schaffhausen, Switzerland",47.6991835,8.635277499999999,Ristorante La Forchetta,4.3
581,"Posthof 5, 8200 Schaffhausen, Switzerland",47.696933,8.632684,Musikhof Ljimani,4.7
582,"Junkerstraße 92, 78266 Büsingen am Hochrhein, Germany",47.695889,8.6869696,Restaurant La Gondola,4.1
583,"Münsterpl. 38, 8200 Schaffhausen, Switzerland",47.69562759999999,8.6354433,Ristorante La Piazza Haus zum Thiergarten,4.3
584,"Bachstrasse 19, 8200 Schaffhausen, Switzerland",47.6963885,8.637763399999999,Pizzeria Mamma Rosa,4.2
585,"Vorstadt 58, 8200 Schaffhausen, Switzerland",47.6991835,8.635277499999999,Ristorante la forchetta,4.1
586,"Unterstadt 11, 8200 Schaffhausen, Switzerland",47.6957276,8.6397046,Pizzeria Casanova,4.3
587,"Durachweg 24, 8200 Schaffhausen, Switzerland",47.699963,8.6310605,Restaurant Mühlental,3.9
588,"Mühlentalstrasse 255, 8200 Schaffhausen, Switzerland",47.71329189999999,8.6311207,Ristorante Mirabella,4.6
589,"Obere G. 35, 7000 Chur, Switzerland",46.847922,9.530482,Da Mamma,4.4
590,"Kupfergasse 11, 7000 Chur, Switzerland",46.8483303,9.5303385,La Meridiana,4.2
591,"Kornpl. 12, 7000 Chur, Switzerland",46.849145,9.530857,Ristorante Pizzeria Capellerhof,4.2
592,"Bahnhofstrasse 7, 7000 Chur, Switzerland",46.8529746,9.5310197,Café & Restaurant Passagino,4.1
593,"Grabenstrasse 39, 7000 Chur, Switzerland",46.8491454,9.5301944,Pizzeria Mamma-Mia,4.2
