Id,Label,Date,Image,followers_count,friends_count
804596291250569216,OD_ACal,Fri Dec 02 08:01:19 +0000 2016,https://pbs.twimg.com/profile_images/804666731381854209/nYO7XcKm_normal.jpg,326,304
10228272,,,,,
1709973019,OpenDataZH,Thu Aug 29 12:48:50 +0000 2013,https://pbs.twimg.com/profile_images/983254986824990720/ob_Cfdrn_normal.jpg,1417,888
377432459,al_zuerich,Wed Sep 21 15:30:09 +0000 2011,https://pbs.twimg.com/profile_images/462614227849474048/42HhToIV_normal.png,1342,84
506349796,,,,,
3352433428,,,,,
251186081,KantonZuerich,Sat Feb 12 16:29:24 +0000 2011,https://pbs.twimg.com/profile_images/420186190067683328/o5uj2B3o_normal.png,11906,540
3163938257,,,,,
5912372,tagi,Wed May 09 21:49:15 +0000 2007,https://pbs.twimg.com/profile_images/887226144520622081/dIz2c6IH_normal.jpg,23287,43
85299581,finews_ch,Mon Oct 26 12:09:23 +0000 2009,https://pbs.twimg.com/profile_images/2654500297/8bc4196e583836fbdf7133855ffe711d_normal.png,7736,266
183651742,unsereOEBB,Fri Aug 27 15:00:15 +0000 2010,https://pbs.twimg.com/profile_images/992465674516779008/VqEUye_E_normal.jpg,12945,59
1612844172,,,,,
1107268454,,,,,
172375021,,,,,
2380493820,,,,,
72560162,,,,,
400481969,Bryn_Terfel,Sat Oct 29 03:21:10 +0000 2011,https://pbs.twimg.com/profile_images/803834310088388608/N40_YkPl_normal.jpg,19492,959
941887106397429762,,,,,
14245896,ingostoll,Fri Mar 28 18:38:47 +0000 2008,https://pbs.twimg.com/profile_images/477577648722673664/2EKCYM5K_normal.jpeg,3358,925
266794106,vd_zuerich,Tue Mar 15 20:44:20 +0000 2011,https://pbs.twimg.com/profile_images/563649248885866497/npjG2dA5_normal.jpeg,763,35
20674226,,,,,
